StartDate,EndDate,Duration (in seconds),Finished,ResponseId,DistributionChannel,UserLanguage,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12,Q13,Q14,Q15,Q16
12/4/2020 2:54,12/4/2020 3:31,2242,TRUE,R_2uDO4CCxux5sQzc,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,Firefox,Yes,Yes,6 to 10,More than 100,2 to 5 hours,7,3,7,3,7,7,10,3,2,2,More than 50,"No, I always pay same attention to code written by any types of developers","New to project

Tendency to copy-paste without thinking

Not respecting code style of the project and not following API guidelines

Over engineering and unnecessary abstractions
",Yes,"I missed a particular effect of the global state

Subtle violations of API guidelines

I assumed the code author based on their experience knows what they were doing"
12/4/2020 3:29,12/4/2020 6:23,10443,TRUE,R_2wGk4LjkdaGfxL4,email,EN,"I consent, begin the study.",Male,High school,Europe,More than 20 years,"Qt, KDE",No,No,,More than 100,Less than 2 hours,10,1,3,7,2,5,1,3,8,1,6 to 10,"No, I always pay same attention to code written by any types of developers",Usually inexperienced,Yes,I was tiered when I did the reviewing
12/4/2020 8:30,12/4/2020 8:35,321,TRUE,R_3fxgqeyL1VgESPt,email,EN,"I consent, begin the study.",Male,Masters,"East Asia (China, Japan, South Korea, Taiwan, Hong Kong)",6 to 10 years,Chromium,Yes,Yes,6 to 10,More than 100,11 to 15 hours,8,4,6,6,5,6,5,3,2,4,1 to 5,"No, I always pay same attention to code written by any types of developers",,Yes,
12/4/2020 8:51,12/4/2020 9:18,1635,TRUE,R_3iy6mia0mZAc5ks,email,EN,"I consent, begin the study.",Female,High school,North America (US and Canada),11 to 20 years,OpenStack,Yes,No,,More than 100,More than 20 hours,3,3,6,6,8,4,2,3,7,2,More than 50,"No, I always pay same attention to code written by any types of developers","Largely inexperience or a focus on ""just fixing my issue"" and not caring about the bigger picture is the major reason for issue introduction. Some issues have been also from a more historical design standpoint and have required an evolution and mass consensus building to move beyond the current state, because there are many ways to do things, but also many ways that can also make it difficult or impossible to use security features, such as requiring additional configuration or parameters that vendors cannot automatically change or supply data for due to export controls.",Yes,"Core review groups are diverse groups that look at the code and approve it to merge. Often it is easy to miss something when your in a mode of encouraging a new contributor to progress forward, which is honestly why we try to keep code contributions to a smaller size. They become more easy to consume and digest and ultimately reviewer's eyes do not glaze over. As a project leader, I get to be in that fun position of encouraging and trying to provide initial upfront secure design feedback, and then in implementation I have to work to get the code completely published into review before we can really start to fully review the full scope of changes, which sometimes ultimately means that some reviews are too quick, but are still insufficient to approve changes to merge in our code review model. This allows encouragement without approval to merge/land without multiple. This is not to say every new contributor gets a free pass while getting their feature or fix into the review process, sometimes when we observe changes that are extremely insecure, we'll go ahead and block those changes and attempt to have a dialog with the contributor."
12/4/2020 15:05,12/4/2020 15:25,1182,TRUE,R_1DDdXl2PH4a6uja,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),11 to 20 years,coreboot,Yes,No,,More than 100,16 to 20 hours,8,5,5,4,4,2,4,3,3,4,21 to 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","general lack of experience, impression of lacking understanding of common security issues, prior history of ""loose"" coding practices",Yes,"Security issues where ""outside the box"" of normal security review issues (e.g. related to specific interaction of hardware components). Lack of understanding of key details in involved systems. Sometimes also just plain old overlooking something."
11/26/2020 11:27,11/28/2020 4:23,147371,FALSE,R_1etN2mbx1RqffEf,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2020 6:52,12/6/2020 7:06,845,TRUE,R_Uxw1C4ERaQepfzz,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,ParaView,Yes,No,,More than 100,6 to 10 hours,7,5,4,6,7,8,2,7,2,5,1 to 5,"No, I always pay same attention to code written by any types of developers",Inexperience with the language and the way that it is used by the project are certainly a big factor in it. Rush jobs for tighter deadlines also tend to make for sloppier code (though that's just a personal observation).,Yes,"Portions of the code I'm not as familiar with, hidden assumptions from other code paths, or assumptions about how well the data is verified elsewhere."
12/6/2020 8:27,12/6/2020 8:34,424,TRUE,R_1P61yACC1AbwBbh,email,EN,"I consent, begin the study.",Male,Ph.D.,North America (US and Canada),More than 20 years,GCC,No,No,,More than 100,6 to 10 hours,6,4,4,7,8,4,8,8,6,9,11 to 20,"Yes, I often pay closer attention to code written by developers with certain characteristics",Personality and experience.,Yes,Difficult to detect missing initialization along a specific code path.
12/6/2020 6:59,12/6/2020 9:29,9024,TRUE,R_6x8lWZflq1VuQ0x,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,"gcc, binutils, llvm, AOSM",Yes,No,,51 to 100,Less than 2 hours,10,5,5,1,4,5,3,3,5,6,None,"No, I always pay same attention to code written by any types of developers",,Yes,
12/6/2020 16:11,12/6/2020 16:16,272,TRUE,R_2fvtGvvGypR7185,email,EN,"I consent, begin the study.",Male,High school,Europe,More than 20 years,curl,Yes,No,,More than 100,More than 20 hours,8,4,5,4,3,6,4,3,4,4,More than 50,"Yes, I often pay closer attention to code written by developers with certain characteristics",,Yes,
12/7/2020 7:25,12/7/2020 7:35,638,TRUE,R_3ndgTW23xZpBijI,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,6 to 10 years,Mozilla Firefox,Yes,Yes,3 to 5,More than 100,2 to 5 hours,6,5,3,3,5,5,6,5,4,4,More than 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","People who have previously demonstrated careful consideration of security practices will not have their code scrutinized as much.
New volunteers, new hires, or people who don't submit patches too often need a more thorough review as the risks are higher.",Yes,Complex code interaction with systems outside of the code being changed.
12/7/2020 7:40,12/7/2020 8:19,2310,TRUE,R_3Ddd6H1Z9UJCjwO,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,Qt,Yes,Yes,,More than 100,11 to 15 hours,6,2,5,2,4,2,4,2,2,4,1 to 5,"No, I always pay same attention to code written by any types of developers",I have not seen a large enough range of security issues and their introducers to form an opinion.,,You appear to have interpolated a negative answer to a question which I did not answer.
11/30/2020 10:37,11/30/2020 18:06,26948,FALSE,R_2zMTAPHdorjR4X8,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,chromium,Yes,Yes,More than 20,51 to 100,Less than 2 hours,,,,,,,,,,,,,,,
12/9/2020 4:54,12/9/2020 5:06,706,TRUE,R_vNPG0GJN5GzLWlX,email,EN,"I consent, begin the study.",Male,Masters,Europe,3 to 5 years,LibreOffice Online,No,No,,Less than 10,16 to 20 hours,10,4,3,6,8,4,7,8,3,2,None,"No, I always pay same attention to code written by any types of developers",,,
12/3/2020 1:04,12/3/2020 1:10,334,FALSE,R_1Q6BES2dgVkmB3m,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,smurfy/fahrplan,No,No,,More than 100,Less than 2 hours,,,,,,,,,,,,,,,
12/3/2020 8:03,12/3/2020 8:05,110,FALSE,R_2cpwwFvK6ryy6Ox,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,6 to 10 years,webrtc,Yes,Yes,,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/3/2020 8:05,12/3/2020 8:06,61,FALSE,R_3kNeOj1KTh5ST3Y,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,11 to 20 years,Mozilla,,,,,,,,,,,,,,,,,,,,
12/3/2020 8:05,12/3/2020 8:09,216,FALSE,R_3qZPgKyLDuK2PZ7,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,6 to 10 years,Chromium,Yes,Yes,,More than 100,11 to 15 hours,,,,,,,,,,,,,,,
12/3/2020 8:12,12/3/2020 8:12,22,FALSE,R_1rqfkgd4mfLaUs9,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 8:11,12/3/2020 8:13,92,FALSE,R_3n0IOVAWhh7jzft,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 8:13,12/3/2020 8:13,28,FALSE,R_uxezsNkb9dXz9aF,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 8:13,12/3/2020 8:15,145,FALSE,R_1lmBD9RjkdRp0f0,email,EN,"I consent, begin the study.",Male,Ph.D.,Other Asian Countries,11 to 20 years,none,,,,,,,,,,,,,,,,,,,,
12/3/2020 8:08,12/3/2020 8:17,501,FALSE,R_ZpLrbUlXAcxLLO1,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,Servo,,,,,,,,,,,,,,,,,,,,
12/3/2020 8:17,12/3/2020 8:20,126,FALSE,R_3Di1YiBpfQ52W9c,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,11 to 20 years,Android,Yes,Yes,11 to 20,51 to 100,11 to 15 hours,,,,,,,,,,,,,,,
12/3/2020 8:15,12/3/2020 8:21,360,FALSE,R_tFcKfqqDM2I7uG5,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,Chromium,Yes,Yes,,More than 100,16 to 20 hours,10,7,10,7,8,6,10,7,5,8,None,"Yes, I often pay closer attention to code written by developers with certain characteristics",,,
12/3/2020 8:22,12/3/2020 8:26,203,FALSE,R_VVD73L1GIb60ayd,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,11 to 20 years,sphinx,Yes,No,,Less than 10,Less than 2 hours,,,,,,,,,,,,,,,
12/3/2020 8:40,12/3/2020 8:42,151,FALSE,R_2dHfkLetWeIMZUu,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),More than 20 years,swiftdoc,No,No,,11 to 20,Less than 2 hours,,,,,,,,,,,,,,,
12/3/2020 8:20,12/3/2020 8:55,2098,FALSE,R_2TMGWkCHB6Z0MZD,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,6 to 10 years,Mozilla Firefox,,,,,,,,,,,,,,,,,,,,
12/3/2020 8:57,12/3/2020 9:02,293,FALSE,R_u3xWoPMwF8IyJwd,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,LibreOffice,Yes,Yes,3 to 5,More than 100,More than 20 hours,4,4,4,4,4,4,4,4,4,4,,,,,
12/3/2020 9:09,12/3/2020 9:10,20,FALSE,R_2DXMOAsdy0eREco,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 9:10,12/3/2020 9:11,85,FALSE,R_RJMtvo1U8eFU4yl,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,Qt,No,Yes,,11 to 20,Less than 2 hours,,,,,,,,,,,,,,,
12/3/2020 9:17,12/3/2020 9:19,110,FALSE,R_dm343GS2vg8Ht0l,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,6 to 10 years,Mozilla,Yes,Yes,3 to 5,More than 100,6 to 10 hours,,,,,,,,,,,,,,,
12/3/2020 9:34,12/3/2020 9:35,59,FALSE,R_BxekvrnOGleGLu1,email,EN,"I consent, begin the study.",Other,Bachelors,North America (US and Canada),More than 20 years,Tippecanoe,Yes,Yes,,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/3/2020 9:36,12/3/2020 9:37,47,FALSE,R_qWNJ6Fl3D0h0AmZ,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 9:35,12/3/2020 9:44,500,FALSE,R_1LHxtsKLlt5sHcn,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,Chromium,Yes,Yes,,More than 100,More than 20 hours,,,,,,,,,,,,,,,
12/3/2020 9:48,12/3/2020 9:54,347,FALSE,R_eD9OxfNU5kcIYi5,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,More than 20 years,Chromium,Yes,Yes,More than 20,More than 100,More than 20 hours,,,,,,,,,,,,,,,
12/3/2020 9:50,12/3/2020 9:54,254,FALSE,R_2CpsruXP0jpFqcw,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,11 to 20 years,Qt,,,,,,,,,,,,,,,,,,,,
12/3/2020 9:59,12/3/2020 10:14,886,FALSE,R_1jrCVb7y94IYPXq,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,11 to 20 years,Bugzilla,No,Yes,3 to 5,More than 100,More than 20 hours,,,,,,,,,,,,,,,
12/3/2020 10:24,12/3/2020 10:26,128,FALSE,R_1f2iB101fP2S5pb,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),6 to 10 years,AOSP,Yes,No,,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/10/2020 10:59,12/10/2020 11:17,1089,TRUE,R_1r323T1dGnZ1hke,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,https://github.com/gfx-rs/gfx,No,No,,More than 100,6 to 10 hours,4,4,6,6,9,7,8,1,2,7,More than 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","inexperience in software development, the lack of good structure of patches",Yes,"In the product we don't have a strict policy of handling security issues. We consider them serious bugs, but not special bugs. Therefore, detecting them during a review is always a trade-off between the time/effort spent on review and keeping the contributor engaged. Sometimes we put trust in contributors and miss their mistakes."
12/3/2020 11:26,12/3/2020 11:27,101,FALSE,R_3s6o28CV0J0Occd,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2020 11:18,12/10/2020 11:53,2093,TRUE,R_1jZkk9nkl3xjDE2,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),6 to 10 years,WebRTC,Yes,Yes,3 to 5,51 to 100,16 to 20 hours,10,9,9,8,5,8,6,7,3,4,6 to 10,"Yes, I often pay closer attention to code written by developers with certain characteristics",Some developers are new to the project and/or programming language--these tend to be prone to mistakes such as violating invariants or misusing constructs.  Certain developers tend to produce large amounts of code as quickly as possible--these tend to be prone to erroneous shortcuts.,Yes,The desire to move quickly coupled with working on code that is not yet deployed to production created pressure to move ahead with changes instead of thoroughly vetting them for security flaws.
12/3/2020 12:01,12/3/2020 12:07,371,FALSE,R_2dXQN3ggSkbpuiR,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),6 to 10 years,chromium,Yes,Yes,,More than 100,More than 20 hours,,,,,,,,,,,,,,,
12/10/2020 12:01,12/10/2020 12:08,404,TRUE,R_3CHRdj3N19fNERV,email,EN,"I consent, begin the study.",Male,Ph.D.,North America (US and Canada),6 to 10 years,GNOME,No,No,,More than 100,2 to 5 hours,8,3,2,5,4,5,5,1,3,2,None,"Yes, I often pay closer attention to code written by developers with certain characteristics",Developers inexperienced with C or C++,Yes,"I don't know of any missed security defects in particular, but I'm assuming that I missed one at some point or other"
12/10/2020 12:06,12/10/2020 12:10,225,TRUE,R_3P15cuZMSYB2ShX,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),More than 20 years,Samba,Yes,No,,More than 100,More than 20 hours,10,2,2,6,2,5,8,2,3,6,More than 50,"Yes, I often pay closer attention to code written by developers with certain characteristics",Age. Experience. Previous history of security issues.,Yes,"Security is *extremely* hard. Especially in C.
"
12/10/2020 12:17,12/10/2020 12:24,389,TRUE,R_3qrtggzZSVaP9Qb,email,EN,"I consent, begin the study.",Male,High school,Europe,More than 20 years,Serendipity,No,Yes,1 to 2,More than 100,2 to 5 hours,8,2,6,8,2,5,6,7,3,3,21 to 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","Inexperience, hasteful mind, thought with only specific features in mind instead of broader scope",Yes,"Dependencies to other follow-up commits, which made the security issue only appear due to commits that were not the scope of the current review"
12/10/2020 12:32,12/10/2020 12:40,449,TRUE,R_3D6fjMTguAlWScA,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),6 to 10 years,Chromium OS,Yes,Yes,11 to 20,More than 100,16 to 20 hours,5,2,1,2,3,1,1,1,2,3,11 to 20,"No, I always pay same attention to code written by any types of developers","we mostly use C

if someone is new to using the language it's easy for them to get some things wrong

but generally we only hire competent people, so it's not a major issue",No,
12/10/2020 12:31,12/10/2020 12:41,605,TRUE,R_300HikoVU9QS6W6,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),More than 20 years,git,Yes,Yes,3 to 5,More than 100,More than 20 hours,8,2,4,4,5,4,4,1,2,1,11 to 20,"Yes, I often pay closer attention to code written by developers with certain characteristics","Inexperience with or unawareness of security issues (e.g., memory handling). General poor taste with respect to least-privilege, designing interfaces, etc.",Yes,"Subtle interaction between two parts of a system (e.g., interaction between untrusted data and filesystem in Git) leading to logic bugs (e.g., case-folding names by filesystem leads to writing to unexpected paths)."
12/3/2020 12:29,12/3/2020 12:49,1213,FALSE,R_1o1mZpvRO3Jny0Z,email,EN,"I consent, begin the study.",Female,Masters,North America (US and Canada),More than 20 years,Chromium,Yes,Yes,,More than 100,16 to 20 hours,,,,,,,,,,,,,,,
12/10/2020 12:39,12/10/2020 13:07,1703,TRUE,R_DUYIkrKL2YCYV2h,email,EN,"I consent, begin the study.",Male,High school,Europe,More than 20 years,Midnight Commander,No,Yes,3 to 5,More than 100,Less than 2 hours,8,6,7,3,6,9,7,2,3,1,None,"No, I always pay same attention to code written by any types of developers",Lack of understanding what the code does and also inexperience.,Yes,Simply lack of time to concentrate on the review.
12/3/2020 13:08,12/3/2020 13:09,47,FALSE,R_2PaQ1PzElxGzCAy,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2020 13:22,12/10/2020 13:27,259,TRUE,R_2OVJNVX0aYLO3TH,email,EN,"I consent, begin the study.",Male,Bachelors,Europe,11 to 20 years,BOINC,No,No,,More than 100,Less than 2 hours,9,2,2,4,8,4,4,4,4,4,11 to 20,"Yes, I often pay closer attention to code written by developers with certain characteristics",Inexperienced and new to the project,Yes,
12/10/2020 12:56,12/10/2020 13:39,2585,TRUE,R_3OfdHrHfRKqLY0r,email,EN,"I consent, begin the study.",Male,Masters,Europe,6 to 10 years,Mozilla Firefox,Yes,Yes,3 to 5,More than 100,More than 20 hours,7,4,3,4,7,5,8,4,4,2,None,"Yes, I often pay closer attention to code written by developers with certain characteristics",inexperienced in software development,Yes,It's not easy to check all kinds of combinations and all corner cases. 
12/10/2020 13:15,12/10/2020 14:01,2776,TRUE,R_4T8TxNzvObCBoC5,email,EN,"I consent, begin the study.",Male,Bachelors,North America (US and Canada),11 to 20 years,"Firefox, Linux, Rust",Yes,Yes,11 to 20,51 to 100,6 to 10 hours,10,2,10,8,6,8,4,2,3,5,6 to 10,"Yes, I often pay closer attention to code written by developers with certain characteristics","Inexperience and a prior history of secure coding mistakes are both good answers. Additionally:
- Developers that are less familiar with the language (C++ has much unexpected and undefined behaviors)
- Developers that are rushed and impatient
- Developers that are generally unfamiliar with security practices

",Yes,"The code changes in question were often very large, cross-functional, multi-threaded, and involved pieces of code I wasn't totally familiar with. The other security reviewers involved were even more unfamiliar with the code than myself."
12/10/2020 13:50,12/10/2020 14:12,1275,TRUE,R_1EXR341aJ1aL7wn,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,ANGLE,No,No,,More than 100,2 to 5 hours,8,3,3,8,5,1,3,3,3,3,1 to 5,"No, I always pay same attention to code written by any types of developers","inexperienced in C, C++ software development",Yes,"No idea, tired, "
12/10/2020 14:31,12/10/2020 14:37,391,TRUE,R_1jHEOJqcPfs7jFK,email,EN,"I consent, begin the study.",Other,Bachelors,North America (US and Canada),More than 20 years,Flutter,Yes,No,,More than 100,6 to 10 hours,10,1,4,4,6,10,5,5,3,3,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics","inexperienced in software development, new hire, and prior history of secure coding mistakes is pretty much the list, yeah...",Yes,"Because security defects are insanely subtle and nobody can possible catch all of them, especially those that are intentionally being introduced."
12/10/2020 14:25,12/10/2020 14:48,1382,TRUE,R_3kw9adwkEpeBZFZ,email,EN,"I consent, begin the study.",Prefer not to answer,Masters,Europe,More than 20 years,Git,No,Yes,3 to 5,More than 100,Less than 2 hours,9,2,7,2,6,4,5,2,5,4,None,"Yes, I often pay closer attention to code written by developers with certain characteristics","Inexperienced developer
Loves functionality more than robustness
Developers that have never done a review themself
",Yes,Broken file system(s) which manipulate file names - ment to do good things
12/3/2020 15:42,12/3/2020 15:42,8,FALSE,R_1FhcY3vSWIVy4wB,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 16:04,12/3/2020 16:04,27,FALSE,R_2R8JOgDeb406GDh,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 17:13,12/3/2020 17:21,433,FALSE,R_10vgFGzfhncKaZS,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020 17:41,12/3/2020 17:42,79,FALSE,R_3JaxNdHxKpJ6il2,email,EN,"I consent, begin the study.",Male,High school,South America,11 to 20 years,KDE,,,,,,,,,,,,,,,,,,,,
12/10/2020 18:00,12/10/2020 18:08,471,TRUE,R_28TFnEBbaYaWJf9,email,EN,"I consent, begin the study.",Male,Masters,"East Asia (China, Japan, South Korea, Taiwan, Hong Kong)",More than 20 years,Linux driver,No,No,,51 to 100,More than 20 hours,4,4,8,4,8,4,9,8,8,9,None,"No, I always pay same attention to code written by any types of developers",,No,
12/3/2020 17:15,12/3/2020 18:25,4184,FALSE,R_1pui96it3hrYyto,email,EN,"I consent, begin the study.",Male,Masters,North America (US and Canada),11 to 20 years,chromium,Yes,Yes,More than 20,More than 100,11 to 15 hours,,,,,,,,,,,,,,,
12/3/2020 18:23,12/3/2020 18:24,103,FALSE,R_1gkCSYLjyBTfnBK,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,Firefox,Yes,Yes,3 to 5,More than 100,11 to 15 hours,,,,,,,,,,,,,,,
12/10/2020 20:08,12/10/2020 20:16,461,TRUE,R_2Xol3J723G4m44j,email,EN,"I consent, begin the study.",Male,Masters,"East Asia (China, Japan, South Korea, Taiwan, Hong Kong)",3 to 5 years,Chromium,Yes,Yes,11 to 20,51 to 100,2 to 5 hours,10,7,5,2,10,4,10,2,4,10,6 to 10,"Yes, I often pay closer attention to code written by developers with certain characteristics",Inexperienced in computer security,Yes,Because I was quite new and I didn't notice that. Now I will always initialize a variable correctly before using it.
12/10/2020 20:58,12/10/2020 21:17,1160,TRUE,R_xbBzMv1lu6yNL7H,email,EN,"I consent, begin the study.",Male,Bachelors,"East Asia (China, Japan, South Korea, Taiwan, Hong Kong)",1 to 2 years,bluez,Yes,Yes,3 to 5,21 to 50,2 to 5 hours,8,2,2,4,6,4,10,1,2,2,None,"No, I always pay same attention to code written by any types of developers",I always pay same attention on all kinds of developers,No,
12/10/2020 22:35,12/10/2020 22:45,599,TRUE,R_3DjqbbPyQJmVxv3,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,chromium,No,Yes,11 to 20,Less than 10,Less than 2 hours,8,4,4,5,5,3,7,3,3,5,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics","'- Tendency to write code faster to release features (and get bonuses)
- Poor knowledge of programming language/standard library details",Yes,It was a use-after-free in a very complex task
12/3/2020 22:57,12/3/2020 23:07,593,FALSE,R_3nhZV3gdD9SfS1S,email,EN,"I consent, begin the study.",Female,Masters,Other Asian Countries,6 to 10 years,openstack,No,Yes,,11 to 20,Less than 2 hours,,,,,,,,,,,,,,,
12/10/2020 23:15,12/10/2020 23:23,490,TRUE,R_1GPrwJsQWyU2v6M,email,EN,"I consent, begin the study.",Female,Bachelors,North America (US and Canada),11 to 20 years,Android,Yes,Yes,More than 20,More than 100,6 to 10 hours,6,2,5,2,7,7,8,7,2,2,11 to 20,"Yes, I often pay closer attention to code written by developers with certain characteristics",Newer software developer; developer who frequently requires comments in code review; developer who does not highlight potential security risks when doing code reviews themself.,Yes,You don't always see everything; sometimes others see the mistakes first.
12/3/2020 23:38,12/3/2020 23:41,154,FALSE,R_25ZcQib8xccaecR,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,Qt,Yes,Yes,,More than 100,2 to 5 hours,,,,,,,,,,,,,,,
12/4/2020 0:30,12/4/2020 0:42,678,FALSE,R_3Mzp3VcOdVND7gK,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,Chromium,,Yes,,More than 100,Less than 2 hours,,,,,,,,,,,,,,,
12/11/2020 0:28,12/11/2020 1:31,3810,TRUE,R_1pSwPhdlC8630GG,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,More than 20 years,chromium,Yes,Yes,More than 20,More than 100,16 to 20 hours,9,3,3,5,8,6,5,4,3,4,None,"No, I always pay same attention to code written by any types of developers",,Yes,Code complexity and the effect of other parts of code on the changed part.
12/11/2020 2:01,12/11/2020 2:04,194,TRUE,R_3hGFN1Gcr4m7Ab4,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,git,No,Yes,3 to 5,11 to 20,Less than 2 hours,6,7,1,1,8,4,7,1,6,1,6 to 10,"No, I always pay same attention to code written by any types of developers",,Yes,lack of knowledge
12/11/2020 2:03,12/11/2020 2:13,567,TRUE,R_3I5GpZIUy2CARun,email,EN,"I consent, begin the study.",Male,Masters,Europe,More than 20 years,Linux kernel,No,No,,Less than 10,6 to 10 hours,2,8,6,5,10,5,9,8,9,3,More than 50,"Yes, I often pay closer attention to code written by developers with certain characteristics",inexperienced,Yes,overlooked race condition or corner cases.
12/4/2020 2:47,12/4/2020 2:47,43,FALSE,R_3spINMnRd61rLe4,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2020 3:17,12/11/2020 4:12,3284,TRUE,R_21GJL1yt124l6r5,email,EN,"I consent, begin the study.",Male,Masters,Europe,11 to 20 years,Firefox,Yes,Yes,3 to 5,More than 100,6 to 10 hours,7,5,2,5,8,2,8,3,7,2,1 to 5,"Yes, I often pay closer attention to code written by developers with certain characteristics","Programmers who are new to the project, and/or inexperienced developers, and/or seem to write code that is too verbose/inaccurate/fragile warrant more scrutiny.

Also situational: Code that touches critical systems like authentication, administration, database manipulation, etc. warrant more scrutiny than say pure cosmetic changes.",Yes,"I think it's impossible to consistently catch all security defects/vulnerabilities. Some are too subtle / complicated to catch during even an in-depth code review, and some are almost impossible to detect or fix e.g. when they exist ""by design"" (because of how the system or programming language was designed, or even because of a CPU/hardware design flaw)"
12/11/2020 4:02,12/11/2020 4:33,1868,TRUE,R_3M9bo2eBFGUyZmk,email,EN,"I consent, begin the study.",Male,Ph.D.,Europe,More than 20 years,Git,Yes,No,,More than 100,11 to 15 hours,6,2,3,5,3,5,9,1,7,1,21 to 50,"Yes, I often pay closer attention to code written by developers with certain characteristics","Prior history of coding mistakes (not only secure coding) is definitely a red flag for me, as is sloppy code (if there are obvious mistakes e.g. regarding resource handling, I expect the code to be more likely to also introduce vulnerabilities).",Yes,"In one instance, I simply forgot to think about a certain Windows-specific idiosyncrasy of a certain function, and reviewed the code as if only Linux-specific semantics applied. That opened a hole I should have caught."
12/11/2020 9:35,12/11/2020 10:00,1501,TRUE,R_1r8NbjBxg6xRGxH,email,EN,"I consent, begin the study.",Male,Bachelors,Other Asian Countries,6 to 10 years,phpMyAdmin,No,Yes,1 to 2,More than 100,6 to 10 hours,7,4,3,4,8,3,7,4,4,1,None,"No, I always pay same attention to code written by any types of developers",,Yes,
12/4/2020 11:36,12/4/2020 11:37,70,FALSE,R_2QYRiQyeMYCZr5K,email,EN,"I consent, begin the study.",,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2020 16:37,12/4/2020 16:39,104,FALSE,R_1mFb8G25ThtvMIt,email,EN,"I consent, begin the study.",Male,High school,North America (US and Canada),More than 20 years,Mozilla,,,,,,,,,,,,,,,,,,,,
